emp_id,name_prefix,first_name,middle_initial,last_name,gender,e_mail,fathers_name,mothers_name,mothers_maiden_name,date_of_birth,time_of_birth,age_in_yrs,weight_in_kgs,date_of_joining,quarter_of_joining,half_of_joining,year_of_joining,month_of_joining,month_name_of_joining,short_month,day_of_joining,dow_of_joining,short_dow,age_in_company_years,salary,last_hike,ssn,phone_no,place_name,country,city,state_name,zip,region,user_name,password_
732017         ,Ms.  ,Cynthia,J,Ramirez ,F,cynthia.ramirez@btinternet.c,Walter Ramirez  ,Evelyn Ramirez   ,Smith     ,9/22/1982,10:04:25 PM,34.87,47             ,2/18/2009,Q1,H1,2009           ,2              ,February ,Feb,18             ,Wednesday,Wed,8.44 ,90531          ,2% ,355-08-4606,406-961-7340,Browning    ,Glacier       ,Browning    ,MT,59417          ,West     ,cjramirez ,qP-#AhuNuz*Wb] 
915638         ,Dr.  ,Jason  ,W,Anderson,M,jason.anderson@gmail.com    ,Brandon Anderson,Julia Anderson   ,Baker     ,1/3/1974,06:47:06 PM,43.59,57             ,9/21/1999,Q3,H2,1999           ,9              ,September,Sep,21             ,Tuesday  ,Tue,17.86,76636          ,19%,048-15-7937,217-856-6752,Hudson      ,McLean        ,Hudson      ,IL,61748          ,Midwest  ,jwanderson,a3Hlk+.V/TjD   
478003         ,Hon. ,Cynthia,X,White   ,F,cynthia.white@gmail.com     ,Nicholas White  ,Katherine White  ,Turner    ,6/15/1963,12:19:06 PM,54.16,60             ,3/4/2004,Q1,H1,2004           ,3              ,March    ,Mar,4              ,Thursday ,Thu,13.41,186200         ,30%,364-39-4983,314-593-3092,Kansas City ,Jackson       ,Kansas City ,MO,64133          ,Midwest  ,cxwhite   ,mofyGR>.?Dwb4! 
951225         ,Ms.  ,Margare,N,Brooks  ,F,margaret.brooks@gmail.com   ,Johnny Brooks   ,Debra Brooks     ,Robinson  ,6/27/1992,06:57:19 AM,25.1 ,56             ,8/26/2016,Q3,H2,2016           ,8              ,August   ,Aug,26             ,Friday   ,Fri,0.92 ,43867          ,9% ,057-02-6958,303-960-0117,Haswell     ,Kiowa         ,Haswell     ,CO,81045          ,West     ,mnbrooks  ,0*2k8uW&:{i{   
883936         ,Mr.  ,Douglas,I,Flores  ,M,douglas.flores@gmail.com    ,Justin Flores   ,Kathy Flores     ,Ramirez   ,4/21/1986,01:44:47 AM,31.29,61             ,9/10/2009,Q3,H2,2009           ,9              ,September,Sep,10             ,Thursday ,Thu,7.88 ,181793         ,20%,324-11-6837,303-836-4721,Eckert      ,Delta         ,Eckert      ,CO,81418          ,West     ,diflores  ,9||FLq|0tU|9>v 
528673         ,Hon. ,Paul   ,V,Watson  ,M,paul.watson@hotmail.com     ,Carl Watson     ,Anna Watson      ,Bennett   ,3/9/1959,05:19:17 AM,58.43,60             ,6/26/1995,Q2,H1,1995           ,6              ,June     ,Jun,26             ,Monday   ,Mon,22.1 ,145235         ,15%,286-15-9671,270-556-7711,Blue River  ,Floyd         ,Blue River  ,KY,41607          ,South    ,pvwatson  ,7q{iHhbgWZ7%   
765850         ,Mrs. ,Linda  ,R,Moore   ,F,linda.moore@gmail.com       ,Howard Moore    ,Diana Moore      ,Smith     ,8/18/1991,08:22:55 AM,25.96,40             ,5/15/2017,Q2,H1,2017           ,5              ,May      ,May,15             ,Monday   ,Mon,0.2  ,113256         ,18%,286-15-5442,215-793-7095,Albion      ,Erie          ,Albion      ,PA,16401          ,Northeast,lrmoore   ,0jj}jl_r/VmJ;  
262382         ,Ms.  ,Cheryl ,O,Miller  ,F,cheryl.miller@ntlworld.com  ,Gerald Miller   ,Christine Miller ,Mitchell  ,4/20/1985,05:42:38 PM,32.29,48             ,7/30/2007,Q3,H2,2007           ,7              ,July     ,Jul,30             ,Monday   ,Mon,10   ,64143          ,3% ,287-15-4772,270-880-3858,Bays        ,Breathitt     ,Bays        ,KY,41310          ,South    ,comiller  ,Nr-t/.^cWBO    
870820         ,Ms.  ,Martha ,G,Washingt,F,martha.washington@aol.com   ,Todd Washington ,Carolyn Washingto,Reed      ,3/28/1991,05:37:33 AM,26.35,54             ,3/3/2017,Q1,H1,2017           ,3              ,March    ,Mar,3              ,Friday   ,Fri,0.4  ,116629         ,25%,416-67-0297,405-945-0242,Nardin      ,Kay           ,Nardin      ,OK,74646          ,South    ,mgwashingt,ju$7I]eH8{-    
806955         ,Mr.  ,William,G,Hernande,M,william.hernandez@rediffmail,Peter Hernandez ,Deborah Hernandez,Jones     ,7/22/1967,08:22:32 AM,50.05,50             ,3/21/2000,Q1,H1,2000           ,3              ,March    ,Mar,21             ,Tuesday  ,Tue,17.36,73734          ,22%,629-31-9010,239-276-0532,Mary Esther ,Okaloosa      ,Mary Esther ,FL,32569          ,South    ,wghernande,BRB3DFywgZZ4   
